"StoryDate","Source","StoryWordCount","topicgrouped","LeadNewsmaker","LeadNewsmaker2"
20120511,2,1266,14,99,99
20120511,2,1248,26,99,99
20120515,2,978,26,99,99
20120515,2,1363,26,99,"Pena Nieto, Enrique"
20120515,2,1149,22,"Walton, Reggie","Clemens, Roger"
20120515,2,1084,2,"Obama, Barack","Romney, Mitt"
20120515,2,1493,1,99,99
20120517,2,1216,16,99,99
20120517,2,1022,8,99,"O'Malley, Martin"
20120517,2,1288,26,99,"Morsi, Mohammed"
20120517,2,861,14,99,"Hutchinson, Cathy"
20120521,2,1555,25,"Allen, John","Obama, Barack"
20120521,2,1616,1,99,"Obama, Barack"
20120521,2,1372,26,99,"Banerjee, Mamata"
20120521,2,948,25,99,"Chen, Guangcheng"
20120523,2,1025,25,99,99
20120523,2,1814,25,99,99
20120523,2,1403,8,99,99
20120523,2,1556,26,99,"Hashimoto, Toru"
20120525,2,1196,26,99,"Morsi, Mohammed"
20120525,2,950,2,"Obama, Barack","Romney, Mitt"
20120525,2,1251,26,99,99
20120525,2,1071,2,99,"Romney, Mitt"
20120525,2,922,12,99,99
20120527,2,821,26,99,99
20120527,2,1874,25,99,99
20120527,2,1627,2,99,"Walker, Scott"
20120527,2,2558,21,99,99
20120529,2,1095,2,99,"Romney, Mitt"
20120529,2,1140,18,99,"Obama, Barack"
20120529,2,1242,12,99,99
20120529,2,1287,18,99,99
20120529,2,1344,26,99,"Queen Elizabeth"
20120531,2,1341,3,99,99
20120531,2,2537,2,99,"Romney, Mitt"
20120531,2,1136,26,99,99
20120531,2,869,2,"Obama, Barack","Romney, Mitt"
20120103,3,1179,2,"Paul, Ron","Romney, Mitt"
20120103,3,2021,2,99,"Obama, Barack"
20120103,3,1055,26,99,99
20120103,3,973,7,99,99
20120105,3,1260,7,99,99
20120105,3,1972,2,99,"Romney, Mitt"
20120105,3,1281,1,"Cordray, Richard","Obama, Barack"
20120105,3,1057,9,99,"Dwyer, Aidan"
20120109,3,1019,7,99,99
20120109,3,2106,2,99,"Romney, Mitt"
20120109,3,2088,11,99,99
20120109,3,1041,7,99,99
20120111,3,1171,2,99,"Romney, Mitt"
20120111,3,893,2,99,"Romney, Mitt"
20120111,3,2036,26,99,99
20120111,3,1150,11,99,99
20120111,3,1044,21,99,99
20120113,3,1158,7,99,99
20120113,3,1967,7,99,"Moynihan, Brian"
20120113,3,1124,8,99,"Bernanke, Ben"
20120113,3,991,15,99,99
20120117,3,1486,26,99,99
20120117,3,1195,2,99,"Romney, Mitt"
20120117,3,1832,26,99,"Mezni, Jalilia"
20120119,3,1278,5,99,99
20120119,3,1036,26,99,99
20120119,3,1241,7,99,"Romney, Mitt"
20120119,3,946,26,99,99
20120123,3,1115,2,"Romney, Mitt","Gingrich, Newt"
20120123,3,1951,15,"Alghanim, Kutayba","Alghanim, Bassam"
20120123,3,817,26,99,"Heins, Thorsten"
20120123,3,971,21,99,99
20120125,3,1334,2,99,"Obama, Barack"
20120125,3,2046,7,99,"Whitaker, David"
20120125,3,1142,7,99,99
20120125,3,1059,18,99,99
20120127,3,1119,2,99,"Gingrich, Newt"
20120127,3,1261,25,99,99
20120127,3,2033,7,99,99
20120127,3,1021,15,99,99
20120131,3,1123,26,99,99
20120131,3,980,2,"Gingrich, Newt","Romney, Mitt"
20120131,3,1017,7,99,99
20120131,3,2133,25,99,"Xi, Jinping"
20120131,3,1001,15,99,99
20120202,3,1123,7,99,"Zuckerberg, Mark"
20120202,3,1407,26,99,"Hirai, Kazuo"
20120202,3,1328,2,"Obama, Barack","Romney, Mitt"
20120202,3,936,7,99,99
20120206,3,1081,2,"Gingrich, Newt","Romney, Mitt"
20120206,3,1937,7,99,99
20120206,3,1093,25,99,99
20120206,3,1023,21,99,99
20120208,3,1268,16,99,99
20120208,3,1308,26,99,99
20120208,3,1901,9,99,99
20120208,3,1094,26,99,99
20120210,3,1181,26,99,99
20120210,3,954,8,99,99
20120210,3,2061,25,99,99
20120210,3,1121,26,99,99
20120214,3,1166,1,99,99
20120214,3,1971,7,99,99
20120214,3,946,26,99,99
20120214,3,978,21,99,99
20120216,3,1158,25,99,"Karzai, Hamid"
20120216,3,1081,8,99,99
20120216,3,2288,2,99,"Wasserman Schultz, Debbie"
20120216,3,831,22,99,"Lin, Jeremy"
20120222,3,1076,8,99,"Obama Administration"
20120222,3,765,12,99,99
20120222,3,1933,25,99,99
20120222,3,1071,7,99,99
20120224,3,1423,26,99,"Draghi, Mario"
20120224,3,1110,7,99,99
20120224,3,2019,8,99,99
20120224,3,944,26,99,99
20120228,3,1066,5,"Gekko, Gordon","Chaves, David"
20120228,3,1012,5,99,"Dimora, Jimmy"
20120228,3,1782,8,99,99
20120301,3,1406,25,99,99
20120301,3,1107,2,99,"Romney, Mitt"
20120301,3,1268,7,99,99
20120301,3,1011,26,99,99
20120305,3,1377,26,99,"Putin, Vladimir"
20120305,3,1815,26,99,99
20120305,3,1191,2,"Obama, Barack","Romney, Mitt"
20120305,3,1010,18,99,"Jenkins, Herbert"
20120307,3,879,2,99,"Romney, Mitt"
20120307,3,938,2,"Santorum, Rick","Romney, Mitt"
20120307,3,2062,14,99,99
20120307,3,1283,5,99,"Monsegur, Hector Xavier"
20120307,3,909,26,99,"Thongbai, Khamsri"
20120309,3,980,26,99,99
20120309,3,2115,5,"Liew, Christina","Liew, Walter"
20120309,3,1792,9,99,99
20120309,3,872,14,99,99
20120313,3,1069,7,99,99
20120313,3,888,9,99,99
20120313,3,1796,8,99,99
20120313,3,856,8,99,99
20120313,3,956,15,99,"Hagerty, Marilyn"
20120315,3,1216,2,"Obama, Barack","Romney, Mitt"
20120315,3,967,7,99,99
20120315,3,1893,26,"Sarkozy, Nicolas","Hollande, Francois"
20120315,3,1069,15,99,99
20120319,3,1376,8,99,99
20120319,3,1518,25,99,"Bales, Robert"
20120319,3,2035,26,99,99
20120319,3,1122,20,"Costner, Kevin","Detmers, Peggy"
20120321,3,1398,2,99,"Romney, Mitt"
20120321,3,1231,7,99,99
20120321,3,1698,26,99,99
20120321,3,1304,26,99,99
20120323,3,884,7,99,99
20120323,3,1317,26,99,"Merah, Mohammed"
20120323,3,1793,14,99,99
20120323,3,968,21,"Dellis, Nelson","White, Ron"
20120327,3,1055,8,99,"Bernanke, Ben"
20120327,3,1321,26,"Bo, Xilai","Heywood, Neil"
20120327,3,2369,14,99,99
20120327,3,964,21,99,99
20120329,3,1203,14,99,99
20120329,3,980,22,99,99
20120329,3,2272,7,99,"Romney, Mitt"
20120329,3,1030,22,99,99
20120402,3,1165,17,99,"Romney, Mitt"
20120402,3,1285,25,99,99
20120402,3,2144,25,99,99
20120402,3,998,5,99,99
20120404,3,1251,2,"Santorum, Rick","Romney, Mitt"
20120404,3,1483,26,99,99
20120404,3,2029,25,99,"Soleimani, Qasem"
20120404,3,1032,7,99,99
20120406,3,907,5,99,99
20120406,3,846,26,99,"Iksil, Bruno Michel"
20120406,3,2115,2,99,"Burton, Bill"
20120406,3,1221,15,99,99
20120410,3,1172,26,99,99
20120410,3,1055,5,99,99
20120410,3,1098,2,99,99
20120410,3,2097,9,99,"Black, Nancy"
20120412,3,1389,7,99,99
20120412,3,1382,26,99,"Heywood, Neil"
20120412,3,1868,2,99,99
20120412,3,1037,15,99,99
20120416,3,1243,26,99,99
20120416,3,2088,7,99,"Girsky, Stephen"
20120416,3,898,7,99,99
20120416,3,925,26,99,99
20120418,3,1089,26,99,99
20120418,3,984,7,99,99
20120418,3,1032,25,99,99
20120420,3,977,8,99,99
20120420,3,2136,26,99,99
20120420,3,1455,7,99,99
20120420,3,1128,7,99,99
20120424,3,1243,1,99,99
20120424,3,1422,26,99,99
20120424,3,1079,7,99,99
20120424,3,994,7,99,99
20120426,3,1390,25,99,99
20120426,3,1045,17,99,99
20120426,3,1916,12,99,99
20120426,3,1048,15,99,99
20120430,3,1117,25,99,"Chen, Guangcheng"
20120430,3,1112,14,99,99
20120430,3,2107,18,99,99
20120430,3,1105,22,"Gluckstein, Jeffrey","Gluckstein, Steven"
20120502,3,1593,26,99,"Murdoch, Rupert"
20120502,3,1097,18,99,99
20120502,3,881,7,99,"McClendon, Aubrey"
20120502,3,997,1,99,"Lasorda, Tommy"
20120504,3,1470,25,99,"Chen, Guangcheng"
20120504,3,1701,26,99,"Sarkozy, Nicolas"
20120504,3,1458,7,99,"Zuckerberg, Mark"
20120504,3,1041,7,99,99
20120508,3,1293,26,99,99
20120508,3,1057,25,99,99
20120508,3,1115,26,99,"Pacquaio, Manny"
20120508,3,1074,8,99,99
20120510,3,1080,2,99,"Obama, Barack"
20120510,3,1095,7,99,99
20120510,3,2429,26,99,99
20120510,3,1107,26,99,99
20120514,3,276,7,99,"Dimon, Jamie"
20120514,3,1388,7,99,"Thompson, Scott"
20120514,3,2118,26,99,99
20120514,3,884,26,99,99
20120516,3,1191,26,99,99
20120516,3,1192,7,99,99
20120516,3,1817,25,99,99
20120516,3,1082,5,99,"Bodnar, Andrew"
20120518,3,2237,7,99,"Dimon, Jamie"
20120518,3,1061,26,99,"Tsipras, Alexis"
20120518,3,1749,25,99,"Obama Administration"
20120518,3,1012,21,99,99
20120522,3,1257,8,99,99
20120522,3,1026,2,99,"Obama Administration"
20120522,3,2023,7,99,99
20120522,3,983,26,99,99
20120524,3,1449,26,99,99
20120524,3,1500,7,99,99
20120524,3,1011,21,99,99
20120530,3,1224,8,99,99
20120530,3,2002,26,99,"Shafiq, Ahmed"
20120530,3,2033,26,99,99
20120530,3,949,7,99,99
20120103,4,338,16,99,99
20120103,4,1956,2,99,99
20120103,4,358,25,99,99
20120105,4,471,2,99,"Romney, Mitt"
20120105,4,2667,2,99,"Santorum, Rick"
20120105,4,341,7,99,99
20120109,4,422,1,99,99
20120109,4,1777,2,"Romney, Mitt","Obama, Barack"
20120109,4,266,11,99,99
20120111,4,500,2,99,"Romney, Mitt"
20120111,4,1742,8,99,99
20120113,4,366,2,99,"Obama, Barack"
20120113,4,1960,22,99,"Tebow, Tim"
20120113,4,331,21,99,99
20120117,4,575,22,99,99
20120117,4,1637,14,99,99
20120117,4,399,15,99,99
20120119,4,453,1,99,99
20120119,4,1722,2,99,99
20120119,4,386,9,99,"Obama, Barack"
20120123,4,412,2,"Gingrich, Newt","Romney, Mitt"
20120123,4,280,14,99,99
20120123,4,1732,24,99,"Paterno, Joe"
20120125,4,829,2,99,"Obama, Barack"
20120125,4,1419,2,99,"Romney, Mitt"
20120127,4,378,3,99,99
20120127,4,1587,22,99,99
20120127,4,350,14,99,"Brockovich, Erin"
20120131,4,425,8,99,"Obama, Barack"
20120131,4,376,16,99,99
20120131,4,1637,26,99,99
20120202,4,424,3,99,99
20120202,4,1512,24,99,"Cornelius, Don"
20120202,4,454,1,99,99
20120206,4,392,8,99,99
20120206,4,1862,26,99,"Queen Elizabeth"
20120208,4,461,2,"Romney, Mitt","Santorum, Rick"
20120208,4,1769,1,99,99
20120208,4,375,25,99,99
20120210,4,364,8,99,99
20120210,4,1881,5,99,99
20120210,4,306,7,99,99
20120214,4,517,2,99,99
20120214,4,2017,21,99,99
20120214,4,455,1,99,99
20120216,4,453,2,99,"Obama, Barack"
20120216,4,1926,18,99,99
20120216,4,445,14,99,99
20120220,4,463,21,99,99
20120220,4,1867,2,"Santorum, Rick","Romney, Mitt"
20120220,4,403,8,99,99
20120222,4,397,14,99,99
20120222,4,1739,1,99,99
20120222,4,366,13,99,99
20120224,4,372,8,99,99
20120224,4,2054,22,99,"Patrick, Danica"
20120224,4,347,9,99,99
20120228,4,520,8,99,99
20120228,4,2624,5,99,99
20120228,4,359,21,99,99
20120301,4,495,18,99,99
20120301,4,1421,5,99,"Lane, TJ"
20120301,4,417,7,99,99
20120305,4,405,8,99,99
20120305,4,1583,19,99,99
20120305,4,279,15,99,99
20120307,4,495,2,99,"Romney, Mitt"
20120307,4,1783,26,99,99
20120309,4,1687,22,99,99
20120309,4,1320,26,99,99
20120313,4,490,8,99,99
20120313,4,1844,25,99,99
20120313,4,374,22,99,99
20120315,4,515,7,99,99
20120315,4,1779,7,99,99
20120315,4,396,25,99,99
20120319,4,463,15,99,99
20120319,4,3966,5,99,99
20120321,4,473,2,99,"Romney, Mitt"
20120321,4,356,22,99,99
20120321,4,1682,5,99,"Martin, Trayvon"
20120323,4,255,20,99,"Houston, Whitney"
20120323,4,1894,22,99,"Wheldon, Dan"
20120323,4,384,18,99,99
20120327,4,511,14,99,99
20120327,4,1878,18,99,99
20120327,4,446,8,99,99
20120329,4,512,14,99,99
20120329,4,1780,12,99,99
20120329,4,412,12,99,99
20120402,4,356,2,"Romney, Mitt","Ortega-Hernandez, Oscar"
20120402,4,1835,14,99,99
20120402,4,386,21,99,99
20120404,4,397,2,99,"Romney, Mitt"
20120404,4,1537,21,99,99
20120406,4,370,1,99,99
20120406,4,1300,13,99,99
20120406,4,378,1,99,99
20120410,4,495,21,99,99
20120410,4,1806,14,99,99
20120410,4,339,5,99,99
20120412,4,473,25,99,99
20120412,4,1532,5,"Martin, Trayvon","Zimmerman, George"
20120412,4,378,7,99,99
20120416,4,363,11,99,99
20120416,4,1855,8,99,99
20120416,4,293,19,99,99
20120418,4,2068,15,99,"Russell, Jason"
20120420,4,4290,9,99,99
20120420,4,347,16,99,99
20120424,4,545,17,99,99
20120424,4,1898,7,99,99
20120424,4,435,14,99,99
20120426,4,483,17,99,"Verrilli, Donald"
20120426,4,329,21,99,99
20120426,4,1683,22,99,"Luck, Andrew"
20120430,4,429,5,99,99
20120430,4,1781,19,99,99
20120502,4,475,25,99,"Obama, Barack"
20120502,4,1701,22,"Summitt, Pat","Summitt, Tyler"
20120504,4,325,8,99,99
20120504,4,1651,1,99,99
20120504,4,366,25,99,99
20120508,4,493,14,99,99
20120508,4,1749,8,99,99
20120508,4,398,6,99,99
20120510,4,608,14,99,99
20120510,4,1429,2,99,"Obama, Barack"
20120510,4,348,7,99,99
20120514,4,441,7,99,99
20120514,4,1746,11,99,99
20120514,4,386,15,99,99
20120516,4,453,25,"Hollande, Francois","Clinton, Hillary"
20120516,4,1998,9,99,99
20120516,4,319,15,99,99
20120518,4,317,19,99,99
20120518,4,2446,25,99,"Clinton, Hillary"
20120518,4,328,21,99,99
20120522,4,435,11,99,99
20120522,4,1351,18,99,99
20120522,4,350,7,99,99
20120524,4,373,1,99,99
20120524,4,1649,8,99,99
20120524,4,376,11,99,99
20120530,4,488,14,99,99
20120530,4,1779,15,99,99
20120530,4,333,21,99,99
20120102,13,1133,2,99,"Santorum, Rick"
20120102,13,1151,19,99,99
20120102,13,1173,26,99,99
20120102,13,794,19,99,99
20120102,13,1410,12,99,99
20120104,13,1261,2,"Paul, Ron","Romney, Mitt"
20120104,13,939,2,99,"Romney, Mitt"
20120104,13,1129,11,99,99
20120104,13,1176,5,"Burkhart, Harry","Burkhart, Dorothee"
20120104,13,1612,18,99,99
20120106,13,874,1,99,"Brown, Jerry"
20120106,13,1192,3,99,99
20120106,13,1094,2,99,"Santorum, Rick"
20120106,13,1020,26,99,99
20120108,13,1175,2,99,99
20120108,13,2116,17,99,"Luna, Luis"
20120108,13,1076,1,99,99
20120108,13,1063,26,99,99
20120108,13,1290,5,"Barber, Ron","Ballis, Anna"
20120110,13,942,2,99,"Romney, Mitt"
20120110,13,1035,2,99,99
20120110,13,1361,25,99,99
20120110,13,1513,17,99,99
20120112,13,1169,25,99,99
20120112,13,1013,8,99,99
20120112,13,808,5,99,"Burkhart, Harry"
20120112,13,1075,2,99,"Romney, Mitt"
20120116,13,1016,2,"Santorum, Rick","Romney, Mitt"
20120116,13,1291,26,99,99
20120116,13,874,1,99,99
20120116,13,1334,1,99,99
20120116,13,1264,26,"Lee, Krys","Kim, Yong-chul"
20120118,13,1001,5,99,"Ocampo, Itzcoatl"
20120118,13,161,26,"De Falco, Gregorio","Schettino, Francesco"
20120118,13,921,2,99,"Romney, Mitt"
20120118,13,1046,15,99,99
20120118,13,1017,14,99,99
20120118,13,1688,21,"Vasari, Giorgio","Seracini, Maurizio"
20120120,13,1031,15,99,99
20120120,13,1224,26,99,99
20120120,13,1129,15,99,99
20120122,13,1243,2,99,"Gingrich, Newt"
20120122,13,1129,2,99,"Romney, Mitt"
20120122,13,1287,8,99,99
20120124,13,1151,25,99,"Wuterich, Frank"
20120124,13,1244,2,"Gingrich, Newt","Romney, Mitt"
20120124,13,1076,18,99,99
20120124,13,825,26,99,99
20120126,13,1030,2,"Gingrich, Newt","Romney, Mitt"
20120126,13,1170,3,99,99
20120126,13,1003,18,99,99
20120126,13,1134,25,99,99
20120126,13,1254,1,99,"Riddick, Elaine"
20120130,13,1105,2,"Gingrich, Newt","Romney, Mitt"
20120130,13,1391,12,99,"Burcham, David"
20120130,13,1073,12,99,99
20120201,13,1142,2,"Gingrich, Newt","Romney, Mitt"
20120201,13,749,21,99,99
20120201,13,1542,21,99,"Herzog, Laura"
20120203,13,868,7,99,99
20120203,13,1309,26,99,"Putin, Vladimir"
20120203,13,1122,2,99,99
20120203,13,1687,22,99,99
20120205,13,1104,2,99,"Romney, Mitt"
20120205,13,1959,9,99,99
20120205,13,1047,25,99,99
20120205,13,932,7,99,99
20120207,13,1121,5,99,99
20120207,13,1116,9,99,99
20120207,13,1452,26,99,99
20120207,13,789,26,99,99
20120207,13,864,21,99,99
20120209,13,1056,2,"Romney, Mitt","Santorum, Rick"
20120209,13,1066,5,99,99
20120209,13,892,26,99,99
20120209,13,953,16,99,"Kennedy, Anthony"
20120209,13,1645,16,99,"Hapham, Kevin"
20120213,13,1012,1,99,"Sandbrook, John"
20120213,13,1319,21,99,"Adele"
20120213,13,992,26,99,99
20120213,13,845,20,99,"Houston, Whitney"
20120213,13,1310,26,99,99
20120215,13,1170,7,99,99
20120215,13,1153,26,99,99
20120215,13,1149,8,99,99
20120215,13,1564,26,99,99
20120217,13,1816,7,99,99
20120217,13,1220,26,99,99
20120217,13,1342,25,99,99
20120219,13,1196,15,99,99
20120219,13,2653,16,99,99
20120219,13,920,9,99,99
20120219,13,1125,21,99,99
20120221,13,1147,8,99,99
20120221,13,1611,2,99,"Trumka, Richard"
20120221,13,1321,7,99,99
20120221,13,965,2,99,"Santorum, Rick"
20120223,13,1087,12,99,"Deasy, John"
20120223,13,982,5,99,99
20120223,13,918,2,99,"Santorum, Rick"
20120223,13,1091,26,99,99
20120223,13,1372,7,99,99
20120227,13,1004,26,99,99
20120227,13,1226,21,99,99
20120227,13,1121,26,99,"Mohamed, Shawadfi"
20120227,13,1118,2,"Romney, Mitt","Santorum, Rick"
20120227,13,1120,3,99,99
20120229,13,1187,2,"Santorum, Rick","Romney, Mitt"
20120229,13,954,8,99,99
20120229,13,1006,17,99,99
20120229,13,1155,5,99,"Robinson, Marcus Reymond"
20120302,13,881,7,99,99
20120302,13,1033,5,99,"Tseng, Hsiu-Ying"
20120302,13,1296,25,99,99
20120302,13,954,2,99,"Romney, Mitt"
20120304,13,1330,9,99,99
20120304,13,1787,9,99,99
20120304,13,1426,2,99,"Trutanich, Carmen"
20120304,13,1532,26,99,99
20120304,13,1068,2,99,99
20120306,13,1221,25,"al-Awlaki, Anwar","Holder, Eric"
20120306,13,1041,1,99,99
20120306,13,1239,2,99,99
20120306,13,1380,26,99,"Hong, Seok-cheon"
20120306,13,1195,23,99,"Limbaugh, Rush"
20120308,13,1141,2,99,"Romney, Mitt"
20120308,13,1402,11,99,99
20120308,13,1102,14,99,99
20120308,13,1099,21,99,99
20120308,13,1357,26,99,99
20120312,13,1134,25,99,99
20120312,13,1505,15,99,99
20120312,13,1192,7,99,99
20120312,13,1067,9,99,99
20120314,13,1243,2,99,99
20120314,13,1089,12,99,99
20120314,13,1026,5,99,99
20120316,13,1120,26,99,"al-Assad, Bashar"
20120316,13,1081,2,99,99
20120316,13,1286,3,99,99
20120316,13,919,15,99,99
20120318,13,1079,25,99,99
20120503,13,1295,25,99,"Chen, Guangcheng"
20120503,13,947,22,"McCourt, Frank","Johnson, Magic"
20120503,13,798,3,99,99
20120503,13,1384,26,99,"Abdullahi, Altine"
20120507,13,1000,26,99,"Hollande, Francois"
20120507,13,1340,26,99,99
20120507,13,1510,14,99,99
20120507,13,1168,2,"Romney, Mitt","Obama, Barack"
20120507,13,1022,7,99,99
20120509,13,1045,2,99,"Lugar, Richard"
20120509,13,1016,6,99,99
20120509,13,1581,24,99,"Sendak, Maurice"
20120509,13,1593,5,99,"Watkins, Craig"
20120511,13,1200,16,99,"Obama, Barack"
20120511,13,963,26,99,"al-Assad, Bashar"
20120511,13,1044,15,99,99
20120513,13,850,1,99,"Brown, Jerry"
20120513,13,1479,2,99,"Obama, Barack"
20120513,13,1893,25,"Zakirullah","Britton-Mihalo, Andrew"
20120513,13,1400,8,99,99
20120515,13,1178,1,99,"Brown, Jerry"
20120515,13,1195,26,99,"Moussa, Amr"
20120515,13,762,8,99,99
20120515,13,1261,14,99,99
20120515,13,1338,7,99,99
20120517,13,1054,25,99,99
20120517,13,1559,18,99,"McMillan, C Roy"
20120517,13,955,8,99,99
20120517,13,1141,9,99,99
20120517,13,1117,2,99,"Edwards, John"
20120521,13,1377,25,99,"Obama, Barack"
20120521,13,977,7,99,99
20120521,13,1128,16,99,99
20120523,13,848,25,99,"Amano, Yukiya"
20120523,13,1265,7,99,99
20120523,13,981,12,99,99
20120525,13,1176,26,99,99
20120525,13,985,7,99,99
20120527,13,2403,17,99,99
20120527,13,1365,14,99,"Snyder, Jo Ann"
20120527,13,992,7,99,99
20120527,13,1744,2,99,"Romney, Mitt"
20120529,13,1381,2,"Romney, Mitt","Obama, Barack"
20120529,13,1440,1,99,99
20120529,13,1257,26,99,"Aslam, Zaib"
20120529,13,1109,12,99,99
20120529,13,1219,7,99,99
20120531,13,999,5,99,99
20120531,13,1512,26,99,99
20120531,13,1194,15,99,99
20120531,13,1127,7,99,99
20120531,13,1379,21,"Young, John","Young, Elizabeth"
20120102,117,436,18,99,"Ritter, Bill"
20120102,117,681,22,99,"Tebow, Tim"
20120102,117,1344,8,99,99
20120102,117,661,18,99,99
20120104,117,1281,2,"Santorum, Rick","Romney, Mitt"
20120106,117,908,3,99,"Obama, Barack"
20120110,117,542,21,"Knaub, Bailey","Tebow, Tim"
20120110,117,723,1,99,99
20120110,117,566,14,99,99
20120112,117,704,1,99,99
20120112,117,1165,13,99,99
20120115,117,710,22,99,99
20120115,117,1345,1,99,99
20120116,117,817,14,99,99
20120116,117,1317,18,99,"King, Martin Luther Jr"
20120116,117,1202,1,99,"Obama, Barack"
20120118,117,982,15,99,99
20120118,117,992,26,99,"Schettino, Francesco"
20120120,117,685,2,99,"Gingrich, Newt"
20120120,117,475,14,99,"Jensen, Eric"
20120124,117,824,7,99,99
20120124,117,1443,12,99,99
20120124,117,813,1,"Obama, Barack","Lamborn, Doug"
20120124,117,968,6,99,"Muhtorov, Jamshid"
20120126,117,1039,2,99,99
20120126,117,1205,25,99,99
20120126,117,934,12,99,99
20120130,117,850,15,99,99
20120130,117,837,9,99,99
20120130,117,1259,25,99,99
20120201,117,695,18,99,99
20120201,117,814,2,"Paul, Ron","Santorum, Rick"
20120203,117,933,2,99,"Romney, Mitt"
20120203,117,728,18,99,99
20120203,117,612,19,99,99
20120207,117,952,2,"Santorum, Rick","Romney, Mitt"
20120207,117,1229,18,99,99
20120207,117,1540,15,99,99
20120207,117,1178,25,99,99
20120209,117,909,2,99,"Santorum, Rick"
20120209,117,621,2,99,"Romney, Mitt"
20120209,117,1350,14,99,99
20120212,117,1395,1,99,99
20120212,117,1449,24,99,"Houston, Whitney"
20120213,117,744,26,99,99
20120213,117,1095,8,99,99
20120215,117,721,14,99,99
20120215,117,674,25,99,99
20120217,117,889,9,99,99
20120217,117,1035,2,99,99
20120221,117,1519,12,99,99
